id,title,description,filename,originalFilename,idThumbnail,contentType,idSource,conversion_status,userId,duration,viewCounter,created,shownInList,whishedStatus,sns,is_private,transcriptProcessId,taggingProcessId,external_id,thumbnail_url,disable_qa,oldFilename,eventAction,currentUserDomain,originalOwnerId
491,LSI Webgate,How to use the LSI WebGate,0a0dcf391d521b5c4e42b06f13276e93311496391602151123.mp4,LSI - Webgate.mp4,"",1,1,20,13106,1533,4,1615332104000,false,"",0,0,2929,2930,"","",false,0a0dcf391d521b5c4e42b06f13276e93311496391602151123.mp4,"","",""
149,Women in Agile Podcast series,"<p>While focused mostly on women issues working the Agile Business and Consulting world, many great ideas are present in these episodes. I listen to it regularly to grow my diversity thinking and learn ways to help create balance in business.</p>",8cadbf6b47939035a281a2132321f75d.png,https://womeninagile.org/podcast/,"",15,1,20,14142,0,1,1570642601000,false,"",0,0,1531,1532,"","",false,8cadbf6b47939035a281a2132321f75d.png,"","",""
115,Tips for Becoming a dtSearch Pro,"<p>August 1, 2019. Keyword searching seems simple enough, but with options like proximity searching, wildcarding, fuzzy search, and regular expressions, things ...</p>",1235d019514641e7a7b2ba7e4eee30bc.jpg,https://www.youtube.com/watch?v=ZzJdHHpJ1XA&feature=youtu.be,"",20,1,20,13106,0,9,1566417979000,false,"",0,0,1287,1286,"","",false,1235d019514641e7a7b2ba7e4eee30bc.jpg,"","",""
129,Development Ally & Learning Coach Training: What is the Training Committee? (1 of 4),<p>Development Ally &amp; Learning Coach Training: What is the Training Committee? Please watch this session first (1 of 4).</p>,sc_ae0ef291-1d85-e2d1-161b-7d8fdb6cc238.mp4,sc_ae0ef291-1d85-e2d1-161b-7d8fdb6cc238.mp4,"",1,1,20,13689,348,34,1568648350000,false,"",0,0,1494,"","","",false,sc_ae0ef291-1d85-e2d1-161b-7d8fdb6cc238.mp4,"","",""
347,Josh Linkner Keynote,"<p>Best-selling author Josh Linkner gives the One Summit 2020 keynote address with six innovation secrets from his upcoming book <em>Big Little Breakthroughs.</em></p>
<p> </p>
<p>PLEASE NOTE: Video link will take you to a registration page - register for first-time viewers or click 'already registered,' enter your LH email, and click 'find my registration,' which will take you to the recording.</p>",68a279f37b4bfbd69395a4e1f4d7ff15,https://broadcaster-audience.mediaplatform.com/#/event/5f1223afe76d8e0001eb5144/presentation,"",15,1,20,14276,0,31,1595301212000,false,"",0,0,2272,2271,"","",false,68a279f37b4bfbd69395a4e1f4d7ff15,"","",""
270,Working From Home,<p>working from home</p>,o_1e6js1vnp1c2s1omat0ca181tmka.pdf,Working from Home.pdf,"",5,1,20,13678,"",16,1587657375000,false,"",0,0,1963,1964,"","",false,o_1e6js1vnp1c2s1omat0ca181tmka.pdf,"","",""
590,The Potential for Fraud or Misbehavior In the Time of COVID-19,<p>The Potential for Fraud or Misbehavior In the Time of COVID-19</p><p>By Julia Brickell</p><p><em>Business Crimes Bulletin</em></p><p><em>October 2020</em></p>,082a79c138cd57eae5e80d7f8962fee8900625740.pdf,H5 - Business Crimes Bulletin Roundtable - October 2020 Official PDF.pdf,"",5,1,20,13912,"",284,1625937859000,false,"",0,0,3850,3851,"","",false,"","","",""
540,PCE Processing Operations,Explaining how Old_InSite sends data to DynamicsSL,"","","",19,1,20,14450,"",4,1622138636000,false,"",0,0,"","","","",false,"","","",""
591,Leveraging Search Experts and Technology for Targeted Risk Oversight,"<p>Leveraging Search Experts and Technology for Targeted Risk Oversight</p><p>By Matthew Close, Brittany Rogers and John Kihlberg</p><p><em>Corporate Compliance Insights</em></p><p><em>Tuesday, June 29, 2021</em></p>",45a89b27569da0e64abb6055cfc440b91856489048.pdf,Leveraging Search Experts and Technology for Targeted Risk Oversight _ Corporate Compliance Insights.pdf,"",5,1,20,13912,"",303,1625938078000,false,"",0,0,3854,3855,"","",false,"","","",""
218,Six Learning And Development Trends To Embrace For Maximum ROI,"<p>Here are six trends you should consider if you want your company, and your people, to have something to show for their time and money.</p>",3993858faae6dca99b69f1f7b0697cbb.jpg,https://www.forbes.com/sites/williamcraig/2019/04/23/six-learning-and-development-trends-to-embrace-for-maximum-roi/#1c799ab8993f,"",15,1,20,13689,0,2,1582665742000,false,"",0,0,1803,1802,"","",false,3993858faae6dca99b69f1f7b0697cbb.jpg,"","",""
9,Brainshark Player,"<p><span style=\"font-family:Calibri, sans-serif;font-size:11pt;\">Financial Wellness Overview</span></p>",2f207b2ac0e90e60927baa978e093f96,https://www.brainshark.com/fidelityinvestments/FWNB2?nodesktopflash=1,"",15,1,18,13023,0,1,1556817086000,false,"",0,0,113,147,"","",false,2f207b2ac0e90e60927baa978e093f96,"","",""
190,ReviewSmart Analyze and Propagate,<p>Client facing video for ReviewSmart by R.E. Fort. </p>,o_1drtfao62ho51q3lamh1m1u1ur5f.mp4,ReviewSmart Analyze and Propagate.mp4,8091,1,1,20,13106,396,35,1576168415000,false,"",0,0,1670,1669,"","",false,o_1drtfao62ho51q3lamh1m1u1ur5f.mp4,"","",""
625,4/12/2021 Lunch and Learn,<p>4/12/2021 Lunch and Learn</p>,f7368c61f3db2b993ae1ab8324cbc6bad93e55ab1713388328.mp4,Review Solutions Lunch _ Learn 4-12-2021.mp4,"",1,1,20,13106,2805,6,1637089882000,false,"",0,0,4235,4234,"","",false,f7368c61f3db2b993ae1ab8324cbc6bad93e55ab1713388328.mp4,"",lighthouseglobal.docebosaas.com,""
520,03_Repair Major Exceptions (Processing),<p>03_Repair Major Exceptions (Processing)</p>,6faffbc6-f978-9a31-b52e-58f15faf79671903345039.mp4,6faffbc6-f978-9a31-b52e-58f15faf7967.mp4,"",1,1,20,13612,1188,0,1618926517000,false,"",0,1,3279,3280,"","",false,6faffbc6-f978-9a31-b52e-58f15faf79671903345039.mp4,"","",""
3,Communicating with Confidence,"<p>Get simple communication tools, strategies, and tips to help you communicate with confidence.</p>",5d87004e0b2074c147a9b206c22758f8.,https://www.linkedin.com/learning/communicating-with-confidence?u=2058572,"",15,1,20,13023,0,9,1554318279000,false,"",0,0,104,103,"","",false,5d87004e0b2074c147a9b206c22758f8.,"","",""
640,"Dr. Anne Browning's December 17, 2021 DE&I at Lighthouse Webinar","<p>Dr. Anne Browning's December 17, 2021 DE&amp;I at Lighthouse Webinar</p>",79b68dee9e546b89bd5b4f5389280a8592a99d042022115275.mp4,DE&I at Lighthouse Webinar Speaker Series _ Dr. Anne Browning-20211217_083220-Meeting Recording.mp4,"",1,1,20,13912,3888,18,1640118343000,false,"",0,0,4346,4345,"","",false,79b68dee9e546b89bd5b4f5389280a8592a99d042022115275.mp4,"",lighthouseglobal.docebosaas.com,""
325,2019.05 Preparing to Lead Presentation Deck,"<p>WLEAD Past Meetings Preparing to Lead. In this session, Brenda Zinkin, guest speaker and leadership skills coach, will share how to expand and build your leadership skills.</p>",o_1edf6gteo15qaddk146ko0f1928a.pptx,Preparing to Lead- LH Women's dialog - final.pptx,"",4,1,20,13689,"",4,1595016771000,false,"",0,0,2219,2220,"","",false,o_1edf6gteo15qaddk146ko0f1928a.pptx,"","",""
589,Complex Litigation Just Got More Complex: Adapting to a Virtual Reality,"<p>Complex Litigation Just Got More Complex: Adapting to a Virtual Reality</p><p>By Marilyn Kunstler and Julia Brickell</p><p><em>New York Law Journal</em></p><p><em>Thursday, October 8, 2020</em></p><p><em>Volume 264-NO.70</em></p>",c1ffc1d30cb696d10c756a43bda5243a855327316.pdf,H5 - New York Law Journal - Complex Litigation Just Got More Complex Adapting to a Virtual New Reality Official PDF.pdf,"",5,1,20,13912,"",269,1625937678000,false,"",0,0,3846,3847,"","",false,"","","",""
552,10_Export Encrypted Natives QC (Processing),<p>KB0015523 </p><p><br /></p><p>Export Encrypted Natives QC Workflow</p>,00cb1c14-fbdc-7db1-bafb-2a2a26e14131553747110.mp4,00cb1c14-fbdc-7db1-bafb-2a2a26e14131.mp4,"",1,1,20,13612,643,0,1623762901000,false,"",0,1,3683,3684,"","",false,00cb1c14-fbdc-7db1-bafb-2a2a26e14131553747110.mp4,"","",""
712,"Self-Care Ideas That Stick, Even When You’re Busy - Headspace",How do we practice self-care regularly when life gets in the way? Learn to turn self-care ideas into a personal routine that sticks with Headspace.,"",https://www.headspace.com/mindfulness/self-care-ideas,"",15,1,20,13689,"",0,1653003080000,false,"",0,0,4924,4925,"","",false,"","",lighthouseglobal.docebosaas.com,""
282,Accelerating Your Case Strategy using Case Dynamics and Transcripts,"<p>November 12, 2019. This webinar dives into three workflows that place a spotlight on Relativity's Case Dynamics and Transcripts applications. We walk through...</p>",727f0f7a0a1a12bc1b2b6b37540168c4.jpg,https://youtu.be/8769dY_jIOo,"",20,1,20,13106,0,5,1588715924000,false,"",0,0,2025,2028,"","",false,727f0f7a0a1a12bc1b2b6b37540168c4.jpg,"","",""
350,Law & Candor Live!,"<p>Exclusive edition of Law &amp; Candor for Lighthouse employees only! Bill Mariano and Rob Hellewell host special guests Jen Phillips Karosich and Mike Miller (briefly), who discussed company updates, COVID-19 effects, and a vision for the future.</p>
<p> </p>
<p>PLEASE NOTE: Video link will take you to a registration page - register for first-time viewers or click 'already registered,' enter your LH email, and click 'find my registration,' which will take you to the recording.</p>
<p> </p>",1ebf4b1dce3cde5ea155346b61ec50b1,https://broadcaster-audience.mediaplatform.com/#/event/5f11ebbbe76d8e0001eb5143/registration,"",15,1,20,14276,0,9,1595303843000,false,"",0,0,2275,2274,"","",false,1ebf4b1dce3cde5ea155346b61ec50b1,"","",""
656,03. Interference Detox! (January 2022) | Work-life Balance Seminar Series,"<p>This is the third recording in a series of four seminars on work-life balance. This session is titled, \"Interference Detox!\". Presenter: Dan Beverly, productivity coach.<strong><em> Click on the below link to view:</em></strong></p>","",https://vimeo.com/showcase/9009392/video/666080391,"",15,1,20,13912,"",3,1642629938000,false,"",0,0,4880,"","","",false,"","",lighthouseglobal.docebosaas.com,""
370,Kaiser CA Informational Session,<p>Part of the Open Enrollment 2020 sessions.  This recording provides information to help employees gain a better understanding of the Kaiser CA plan offered to California based employees only.</p>,o_1eeaulc4a1cm11lc01v0cs1h1itta.mp4,Open Enrollment 2020  Kaiser CA Informational Session-20200727 1800-1 (1).mp4,8212,1,1,20,14116,1836,16,1595948052000,false,"",0,0,2329,2328,"","",false,o_1eeaulc4a1cm11lc01v0cs1h1itta.mp4,"","",""
19,Come Together 2019,<p>Enjoy our 2019 Lighthouse video that premiered during our annual summit.</p>,o_1ddm4d1ljpm212n7bfbudb1tlda.mp4,11 Come Together FINAL Video.mp4,304,1,1,20,13528,102,41,1560889678000,false,"",0,0,245,"","","",false,o_1ddm4d1ljpm212n7bfbudb1tlda.mp4,"","",""
159,Welcome To The Recruiting Channel,<p>Meet the Recruiting team who each week will be sharing a talent tip to help enhance your career. </p>,o_1doei922ejks1ifb1i4s1h6j1607a.mp4,Lighthouse Recruiting Channel Video.mp4,8085,1,1,20,13851,93,23,1572446964000,false,"",0,0,1580,1579,"","",false,o_1doei922ejks1ifb1i4s1h6j1607a.mp4,"","",""
421,Intake Tech,SOPs,"","","",19,1,18,14372,"",0,1604595495000,false,"",0,1,"","","","",false,"","","",""
337,2020.01 WLEAD Program Kick Off Recorded Meeting,<p>WLEAD Program Kick Off Recorded Meeting</p>,o_1edn49nb713qt1n4u9ib2p37oru.mp4,WLEAD - 2020 Program Kick Off.mp4,8197,1,1,20,13689,2541,3,1595282874000,false,"",0,0,2262,2261,"","",false,o_1edn49nb713qt1n4u9ib2p37oru.mp4,"","",""
582,Investigating Fraud in a COVID-19 World: A Targeted Response Helps,"<p>Investigating Fraud in a COVID-19 World: A Targeted Response Helps</p><p>By Shelia MacKay</p><p>May 26, 2020</p><p><em>Corporate Compliance Insights</em></p>",71ad095ac1120c042e99d6bc5f11252b1539209933.pdf,Investigating_Fraud_in_a_COVID-19_World_A_Targeted_Response_Helps (2).pdf,"",5,1,20,13912,"",153,1625936674000,false,"",0,0,3826,3827,"","",false,"","","",""
136,Training Committee Charter,<p>Training Committee Charter</p>,o_1dl32m0nisbe1u641hgq2u313i3a.docx,Charter.docx,"",2,1,20,13912,"",18,1568840287000,false,"",0,0,1506,1507,"","",false,o_1dl32m0nisbe1u641hgq2u313i3a.docx,"","",""
303,Eliminating Microaggressions: The Next Level of Inclusion,"<p>Microaggression is a term used for brief and commonplace daily verbal, behavioral, or environmental indignities, whether intentional or unintentional, that communicate hostile, derogatory, or negative prejudicial slights and insults toward any group.</p>
<p>In this Talk Tiffany Alvoid, lays out how this behavior manifests itself, the role you play, and what you can do to avoid perpetuating its continued existence in society and the workplace. </p>",f2c60fa0317da31068b74ad65673293b.jpg,https://www.youtube.com/watch?v=cPqVit6TJjw,"",20,1,20,13988,0,6,1591828401000,false,"",0,0,2083,2082,"","",false,f2c60fa0317da31068b74ad65673293b.jpg,"","",""
508,Walmart's 20 Day User Deactivation Workflow | 20 day policy Non Jones Day users,20 day policy Non Jones Day users,ba08f842-e2bc-89f1-abfc-b6a5bb7e5d9f30032549.mp4,ba08f842-e2bc-89f1-abfc-b6a5bb7e5d9f.mp4,"",1,1,20,13915,355,6,1616627467000,false,"",0,0,3154,3186,"","",false,ba08f842-e2bc-89f1-abfc-b6a5bb7e5d9f30032549.mp4,"","",""
658,Reference Videos,Helpful training videos,"","","",19,1,18,14494,"",0,1643425630000,false,"",0,1,"","","","",false,"","","",""
450,Manager Resource,"Manager Resource","","","",19,1,18,14109,"",0,1610045305000,false,"",0,1,"","","","",false,"","","",""
472,How To Navigate Network Locations,How to navigate to different dedicated locations on the network to carry out Walmart Opioid duties.,c62e5d68-f94c-fa1a-1929-1f91d49f77371531511091.mp4,c62e5d68-f94c-fa1a-1929-1f91d49f7737.mp4,"",1,1,20,13915,810,16,1613773137000,false,"",0,0,2770,2771,"","",false,c62e5d68-f94c-fa1a-1929-1f91d49f77371531511091.mp4,"","",""
449,Wired to Connect - Sample Chapter,"<p>Following up on Britt Andreatta's webinar on the brain science behind inclusion/exclusion, Britt provided a sample chapter from her latest book, Wired to Connect, which explores the concepts covered in the webinar discussion in greater detail.</p>",2db3e3a09da6dd7cc8ae2996a49058f6,https://www.brittandreatta.com/wp-content/uploads/2019/10/Wired-to-Connect-Sample-Copy-Andreatta.pdf,"",15,1,20,13988,0,1,1609453349000,false,"",0,0,2691,"","","",false,2db3e3a09da6dd7cc8ae2996a49058f6,"","",""
496,Renee - Stuff to Learn,Stuff to Learn,"","","",19,1,18,13878,"",0,1615993419000,false,"",0,1,"","","","",false,"","","",""
302,Working...,"",5a3c274bdfc25a798ab16b3028110086,https://web.microsoftstream.com/video/adb7cf9a-5ce0-4559-9ca1-b81b63746415,"",15,1,6,13689,0,0,1591819861000,false,"",0,0,2071,2081,"","",false,5a3c274bdfc25a798ab16b3028110086,"","",""
364,"","",o_1ee12h8oi1cpg1sg61ph062v11eka.mp4,One Summit All Company Meeting-20200724 1516-1.mp4,"",1,1,1,14276,"",0,1595616568000,false,"",0,0,"","","","",false,o_1ee12h8oi1cpg1sg61ph062v11eka.mp4,"","",""
725,Review Solutions Session 1 - Orientation - eDiscovery Timeline - KWC and KDI,<p>Review Solutions Session 1 - Orientation - eDiscovery Timeline - KWC and KDI</p>,"",https://lighthouseglobal.docebosaas.com/learn/course/8537/review-solutions-session-1-orientation-ediscovery-timeline-kwc-and-kdi?generated_by=13106&hash=8a0a8a31564d0e80288a9b83f43f3cbfc679417f,"",15,1,20,13106,"",4,1654700649000,false,"",0,0,5037,5038,"","",false,"","",lighthouseglobal.docebosaas.com,""
477,Legal Training,For others,"","","",19,1,18,13589,"",0,1614621502000,false,"",0,1,"","","","",false,"","","",""
246,Using Clustering and Cluster Visualization | Training | Relativity,"<p>Watch this video tutorial on using Relativity's Clustering feature. You will learn how to create a new cluster set, visualize the clusters, analyzing &amp; more.</p>",0cc50e904225835ab83881a9320a6204.jpg,https://www.relativity.com/ediscovery-training/self-paced/using-clustering-and-cluster-visualization/?mkt_tok=eyJpIjoiWkdSallXUTBaVEJsTWpRMiIsInQiOiJJQ0t1bnpLcTdvNTRWOXhFY1lPRG92SEpUd3NmdDhzdHMxZ28wT0FMN3Awdk5UNDFrZTJPU0VESnpcL2NXVGNUd25Wc25FXC9lOExqQ0VSZlFGN1Q0a2JVd0lPYnhGYTFETUROazBPYmdiSGlrendUdHBudTVQM0x6Z1wvQ0s4RnBHayJ9,"",15,1,20,13106,0,0,1585930531000,false,"",0,0,1898,1897,"","",false,0cc50e904225835ab83881a9320a6204.jpg,"","",""
253,Active Learning for Administrators,<p>This webinar covers all the essentials of administering your first Active Learning project. From creating your classification index and Active Learning proje...</p>,9d88335ce3521b93e239fd7fa922bf92.jpg,https://youtu.be/Re2ijktE7hc,"",20,1,20,13106,0,3,1586537002000,false,"",0,0,1919,1918,"","",false,9d88335ce3521b93e239fd7fa922bf92.jpg,"","",""
202,Leave Logic Training,"<p>Leave Logic training video.</p>
<p> </p>
<p>Presenters: Jyoti Dowdell and Kimbaly Brown</p>",o_1dttte72a1abd1dgi127tp5pk80a.wmv,Leave Logic Training (2).wmv,8094,1,1,20,13689,445,1,1578330692000,false,"",0,0,1703,1702,"","",false,o_1dttte72a1abd1dgi127tp5pk80a.wmv,"","",""
707,The Fearless 5: Spotlighting 5 Women Who “Choose to Challenge” Gender Bias in the Legal and Tech Fields,The International Women’s Day theme is #ChooseToChallenge. Lighthouse features 5 women who have risen to the challenges presented this year and created change.,"",https://content.lighthouseglobal.com/blog/the-fearless-5-spotlighting-5-women-who-choose-to-challenge-gender-bias-in-the-legal-and-tech-fields,"",15,1,3,13689,"",0,1653002351000,false,"",0,1,"","","","",false,"","",lighthouseglobal.docebosaas.com,""
482,"Walmart Training | Relativity Databases, Part 1",This is the 1st part of a 6-part series to understand the history and content of the various Walmart Opioid databases. ,01651026-a5b6-27d3-0332-a7594f6308891732582046.mp4,01651026-a5b6-27d3-0332-a7594f630889.mp4,"",1,1,20,13878,1538,7,1614745949000,false,"",0,0,2825,2826,"","",false,01651026-a5b6-27d3-0332-a7594f6308891732582046.mp4,"","",""
176,Double Loop Dare Documentary | Hot Wheels,"<p>Testing, failing, trying again. Courage, determination, engineering. Learn and apply. Thrill!</p>",2ffec0e0a9fb9a9d70b15bc1af3e8e9e.jpg,https://www.youtube.com/watch?v=jVS4ts1A-ao,"",20,1,20,14142,0,9,1574100998000,false,"",0,0,1634,1633,"","",false,2ffec0e0a9fb9a9d70b15bc1af3e8e9e.jpg,"","",""
397,Relativity | Relativity Desktop Client (RDC) Overview,<p>Learn how to configure the Relativity Desktop Client (RDC) to import &amp; export data into a Relativity workspace. View the Relativity RDC training here.</p>,671272274d5c6136fa8fb3d2e82b85e5.jpg,https://www.relativity.com/ediscovery-training/self-paced/relativity-desktop-client-rdc-overview/,"",15,1,20,14243,0,15,1599694482000,false,"",0,0,2433,2432,"","",false,671272274d5c6136fa8fb3d2e82b85e5.jpg,"","",""
578,Managing Mountains of Data,<p>Managing Mountains of Data</p><p><em>Q&amp;A with Shelia Mackay and Karla Wehbe</em></p>,341a7adbf09f030c986a0de50b53d72b773340999.pdf,TGC_H5_Managing_Mountains_of_Data_Mackay_Wehbe (1).pdf,"",5,1,20,13912,"",31,1625929440000,false,"",0,0,3810,3811,"","",false,"","","",""
358,Channel Strategy Flash Session,<p>Paul Moye and Eve Enslow walk employees through channel strategy in this One Summit flash session.</p>,o_1eduejf1k17041f5dpq3mrq442a.mp4,Flash Session Channel Strategy-20200723 1605-1.mp4,8206,1,1,20,14276,3180,3,1595528560000,false,"",0,0,2301,2300,"","",false,o_1eduejf1k17041f5dpq3mrq442a.mp4,"","",""
259,Core Training - Stage Data QC Task,<p>Stage Data QC Task Training Video</p>,sc_8177de03-9e60-c5ce-9ef6-f265cfb7c618.mp4,sc_8177de03-9e60-c5ce-9ef6-f265cfb7c618.mp4,"",1,1,20,13612,295,6,1586574401000,false,"",0,0,1933,1932,"","",false,sc_8177de03-9e60-c5ce-9ef6-f265cfb7c618.mp4,"","",""
715,Self-Care Strategies in Stressful Times,<p>This is a time of immense challenges...</p>,668c11071dc32bc2e6e0b885a3ed5d111977633461.pdf,self-care-strategies-in-stressful-times.pdf,"",5,1,20,13689,"",190,1653003625000,false,"",0,0,4933,4934,"","",false,"",create,lighthouseglobal.docebosaas.com,""
661,Onboarding Rewinds,Use this playlist to refresh for each week as you onboard.,"","","",19,1,18,15341,"",0,1644627740000,false,"",0,1,"","","","",false,"","","",""
702,"Getting Personal—Wearable Devices, Data, and Compliance","Thora Johnson of Orrick joins Bill and Rob to discuss the new data landscape with wearable devices and health apps, and how it has impacted data compliance, cybersecurity, and privacy concerns.","",https://content.lighthouseglobal.com/law-candor-podcast/getting-personal-wearable-devices-data-and-compliance,"",15,1,3,13689,"",0,1653001045000,false,"",0,1,"","","","",false,"","",lighthouseglobal.docebosaas.com,""
564,LH Global Leadership Competency Interview Question Guide- LEADER OF OTHERS,<p>LH Global Leadership Competency Interview Question Guide- LEADER OF OTHERS</p>,7dc7cf80b88b9e57e90c455174895d8b1158539035.docx,LH Global Leadership Competency Interview Question Guide- LEADER OF OTHERS.docx,"",2,1,20,13106,"",15,1625752921000,false,"",0,0,3749,3750,"","",false,"","","",""
601,Excel course,Excel Course,"","","",19,1,18,14147,"",0,1632349475000,false,"",0,1,"","","","",false,"","","",""
684,RCA,RCA,"","","",19,1,18,15344,"",0,1650429207000,false,"",0,1,"","","","",false,"","","",""
419,Working W/ Intella - Custom Requests,<p>Data Handling Task KB0014738 Intella - Processing Workflow</p>,sc_f2821a10-1ac0-a50e-24b4-82954b5d143b.mp4,sc_f2821a10-1ac0-a50e-24b4-82954b5d143b.mp4,"",1,1,20,13612,2075,10,1603291578000,false,"",0,0,2589,2588,"","",false,sc_f2821a10-1ac0-a50e-24b4-82954b5d143b.mp4,"","",""
338,"2020.03 Fighting Stigmas and Fears Around Body Changes, Mental Disorders, and Chronic Illnesses ","<p>Fighting Stigmas and Fears Around Body Changes, Mental Disorders, and Chronic Illnesses </p>",o_1edn4h13t1sahi0i1neq1ht21hpt13.pdf,WLEAD Fighting Stigmas.pdf,"",5,1,20,13689,"",1,1595283114000,false,"",0,0,2248,2249,"","",false,o_1edn4h13t1sahi0i1neq1ht21hpt13.pdf,"","",""
391,Relativity | Exploring the New PDF Application,"<p>The new PDF application being improves mass operations and viewer capabilities in RelativityOne and enhances reliability, scalability, and job management</p>",3423b8be7f3816565fbb7298ac955c73.jpg,https://www.relativity.com/ediscovery-training/self-paced/exploring-the-new-pdf-application/,"",15,1,20,14243,0,9,1599692319000,false,"",0,0,2415,2414,"","",false,3423b8be7f3816565fbb7298ac955c73.jpg,"","",""
562,Learn New Things,Contributing to Academy,"","","",19,1,18,14594,"",0,1625698729000,false,"",0,1,"","","","",false,"","","",""
442,InSite New Work Order - Hosted RS Tickets,<p>Video reviewing InSite New Work Order - Hosted RS Tickets.</p>,o_1enhc38sf480162k1f661lit1dqda.mp4,InSite New Work Order - Hosted_RS tickets.mp4,8239,1,1,20,13106,2639,15,1605827144000,false,"",0,0,2653,2654,"","",false,o_1enhc38sf480162k1f661lit1dqda.mp4,"","",""
272,Active Learning (Focus) Training 4/23/2020,<p><strong></strong><strong>Active Learning (Focus) Training 4/23/2020</strong></p>,o_1e6kfn7njd1m16sb1un0t043jaa.mp4,Active Learning Focus Training 4.23.2020.mp4,8125,1,1,20,13106,3016,7,1587677996000,false,"",0,0,1974,1973,"","",false,o_1e6kfn7njd1m16sb1un0t043jaa.mp4,"","",""
399,"BEAM - General Body September 2nd, 2020","<p>Agenda:</p>
<p>BEAM Employee Feedback Survey Recap</p>
<p>Glimpse into Current Events</p>
<p>Breakout Sessions</p>
<p> </p>",o_1ehv48glki731blrqoeh8dts8a.mp4,zoom_0.mp4,8229,1,1,20,13689,4133,9,1599846240000,false,"",0,0,2439,2438,"","",false,o_1ehv48glki731blrqoeh8dts8a.mp4,"","",""
569,Lighthouse Global Digital Forensics Interview Question Guide,<p>Lighthouse Global Digital Forensics Interview Question Guide</p>,e833da8a619a3944119fb4982fd4be032097573256.docx,Lighthouse Global Digital Forensics Interview Question Guide.docx,"",2,1,20,13106,"",33,1625753877000,false,"",0,0,3770,3787,"","",false,"","","",""
245,Unconscious Bias - led by Stacey Gordon,"<p><span style=\"font-family:'-apple-system', 'system-ui', BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', 'Fira Sans', Ubuntu, Oxygen, 'Oxygen Sans', Cantarell, 'Droid Sans', 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol', 'Lucida Grande', Helvetica, Arial, sans-serif;font-size:14px;\">We're all biased. Our experiences shape who we are, and our race, ethnicity, gender, height, weight, sexual orientation, place of birth, and other factors impact the lens with which we view the world. In this course, diversity expert Stacey Gordon helps you recognize and acknowledge your own biases so that you can identify them when making decisions, and prevent yourself from making calls based on a biased viewpoint. Stacey explains some of the most common forms that a bias takes: affinity bias, halo bias, perception bias, and confirmation bias. She helps you recognize the negative effects of bias within your organization, as well as the benefits to be realized by uncovering bias in decision-making processes. Finally, she outlines strategies for overcoming personal and organizational bias.</span></p>",4289740390fbb989d03678ab66086587.,https://www.linkedin.com/learning/unconscious-bias/welcome?u=2058572,"",15,1,20,13988,0,1,1585772516000,false,"",0,0,1892,1891,"","",false,4289740390fbb989d03678ab66086587.,"","",""
249,Communication Analysis,<p>This video shows you how using the Communication Analysis widget helps you visually explore interactions and connections between entities to easily see who’s...</p>,f9089a482547759f75c5a37b66e9d125.jpg,https://www.youtube.com/watch?v=taSpQBIxr1o&feature=youtu.be,"",20,1,20,13106,0,2,1585930754000,false,"",0,0,1904,1903,"","",false,f9089a482547759f75c5a37b66e9d125.jpg,"","",""
708,Lighthouse Cares | Lighthouse,One unified global team. Hundreds of hours of service. Countless opportunities to make a difference. This is how Lighthouse Cares.,"",https://www.lighthouseglobal.com/lighthouse-cares,"",15,1,20,13689,"",1,1653002507000,false,"",0,0,4900,4906,"","",false,"","",lighthouseglobal.docebosaas.com,""
663,People Management,Resources for learning how to manage people,"","","",19,1,18,15208,"",0,1646257707000,false,"",0,1,"","","","",false,"","","",""
131,Development Ally & Learning Coach Training: Tips and Tricks (4 of 4),<p>Development Ally &amp; Learning Coach Training: Tips and Tricks (4 of 4). Please watch this session last (4th).</p>,sc_6f6542da-a168-9b6d-3155-1656ef7733d2.mp4,sc_6f6542da-a168-9b6d-3155-1656ef7733d2.mp4,"",1,1,20,13689,437,32,1568663898000,false,"",0,0,1498,"","","",false,sc_6f6542da-a168-9b6d-3155-1656ef7733d2.mp4,"","",""
102,Keyword Expansion,"<p><span style=\"font-size:12pt;font-family:'Times New Roman', serif;\">Relativity Analytics can position any term, block of text, or document into its spatial index and return the closest documents. It can also return the closest terms. </span></p>",o_1dilludah1kbo1v36165k135uce91i.docx,Keyword Expansion.docx,"",2,1,20,13689,"",0,1566243241000,false,"",0,0,1250,1370,"","",false,o_1dilludah1kbo1v36165k135uce91i.docx,"","",""
709,Bouncing Forward With Resilience,I used to think resilience just meant being a strong person. Then one day I received a phone call that made me rethink what I knew about resilience.,"",https://www.ginger.com/blog/bouncing-forward-with-resilience,"",15,1,20,13689,"",0,1653002621000,false,"",0,0,4905,4916,"","",false,"","",lighthouseglobal.docebosaas.com,""
365,All Company Meeting (July 2020),"<p>The July All Company Meeting discussed Lighthouse successes, areas where we need to improve, and a summary of the One Summit week. We also handed out Luminary Awards of $500 and a $10,000 Walk the Walk Award to Angela Marcelo-Tabios.</p>",o_1ee12rf8ltdu1bln1td8bet1b0ja.mp4,One Summit All Company Meeting-20200724 1516-1.mp4,8209,1,1,20,14276,8237,46,1595616902000,false,"",0,0,2317,2316,"","",false,o_1ee12rf8ltdu1bln1td8bet1b0ja.mp4,"","",""
